Order_ID,Order_Date,Product_Name,Category,Sub_Category,Price,Quantity,Discount,Revenue,Customer_Rating,City,State,Payment_Method,Delivery_Time_Min,Customer_Type,Year,Month,Month_Name,Quarter,Day_of_Week,Week_Number,Discount_Amount,Gross_Amount,Is_Weekend
BLK105500,2024-01-18,Scotch-Brite Scrubber,Household,Cleaning Supplies,105.52,2,0.15,134.54,3.0,Kolkata,West Bengal,Upi,19,Regular,2024,1,Jan,Q1,Thursday,3,31.66,211.04,Weekday
BLK105501,2024-03-10,Aquafina 1L,Beverages,Water & Soda,23.95,2,0.02,37.55,4.0,Chennai,Tamil Nadu,Upi,17,Regular,2024,3,Mar,Q1,Sunday,10,0.96,47.9,Weekend
BLK105502,2024-06-21,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,24.85,1,0.09,19.22,5.0,Ahmedabad,Gujarat,Upi,34,New,2024,6,Jun,Q2,Friday,25,2.24,24.85,Weekday
BLK105503,2024-04-14,Pampers S Diapers (20pcs),Baby Care,Diapers,509.57,2,0.03,840.28,5.0,Bengaluru,Karnataka,Upi,9,New,2024,4,Apr,Q2,Sunday,15,30.57,1019.14,Weekend
BLK105504,2023-12-10,Farm Fresh Eggs (6pcs),Meat & Seafood,Eggs,118.88,2,0.03,265.22,4.0,Gurugram,Haryana,Debit Card,45,New,2023,12,Dec,Q4,Sunday,49,7.13,237.76,Weekend
BLK105505,2024-01-24,Vim Dishwash Liquid (750ml),Household,Cleaning Supplies,85.92,2,0.11,114.7,5.0,Bengaluru,Karnataka,Upi,19,Premium,2024,1,Jan,Q1,Wednesday,4,18.9,171.84,Weekday
BLK105506,2023-01-16,Amul Milk (1L),Dairy & Breakfast,Milk & Curd,51.76,5,0.05,184.4,4.0,Delhi,Delhi,Upi,10,Regular,2023,1,Jan,Q1,Monday,3,12.94,258.8,Weekday
BLK105507,2024-04-21,Farm Fresh Eggs (6pcs),Meat & Seafood,Eggs,116.81,4,0.1,357.44,5.0,Surat,Gujarat,Upi,34,Regular,2024,4,Apr,Q2,Sunday,16,46.72,467.24,Weekend
BLK105508,2023-05-17,Rohu Fish (500g),Meat & Seafood,Fish & Seafood,432.73,2,0.01,771.12,5.0,Indore,Madhya Pradesh,Credit Card,24,New,2023,5,May,Q2,Wednesday,20,8.65,865.46,Weekday
BLK105509,2024-02-14,Duck Eggs (6pcs),Meat & Seafood,Eggs,96.24,1,0.07,62.65,5.0,Lucknow,Uttar Pradesh,Upi,20,Regular,2024,2,Feb,Q1,Wednesday,7,6.74,96.24,Weekday
BLK105510,2024-11-18,Sebamed Baby Lotion (200ml),Baby Care,Baby Hygiene,86.47,3,0.0,311.29,4.0,Lucknow,Uttar Pradesh,Debit Card,29,New,2024,11,Nov,Q4,Monday,47,0.0,259.41,Weekday
BLK105511,2023-10-24,Maida (1kg),Staples,Atta & Flour,125.48,4,0.06,518.99,4.0,Lucknow,Uttar Pradesh,Credit Card,21,Regular,2023,10,Oct,Q4,Tuesday,43,30.12,501.92,Weekday
BLK105512,2024-06-02,Tomatoes (1kg),Fruits & Vegetables,Fresh Vegetables,74.2,2,0.04,121.09,4.0,Mumbai,Maharashtra,Upi,18,Regular,2024,6,Jun,Q2,Sunday,22,5.94,148.4,Weekend
BLK105513,2023-12-31,Lays Classic Salted (26g),Snacks & Munchies,Chips & Crisps,23.32,1,0.08,24.67,4.0,Surat,Gujarat,Credit Card,41,New,2023,12,Dec,Q4,Sunday,52,1.87,23.32,Weekend
BLK105514,2023-01-09,Dove Soap (100g),Personal Care,Skin Care,577.24,4,0.09,1575.87,1.0,Chandigarh,Punjab,Upi,22,Regular,2023,1,Jan,Q1,Monday,2,207.81,2308.96,Weekday
BLK105515,2023-05-22,Godrej Yummiez Nuggets (250g),Frozen Foods,Frozen Snacks,131.11,1,0.09,107.38,1.0,Hyderabad,Telangana,Credit Card,10,New,2023,5,May,Q2,Monday,21,11.8,131.11,Weekday
BLK105516,2024-02-20,Patanjali Cow Ghee (500ml),Staples,Oils & Ghee,284.44,2,0.13,346.45,5.0,Chandigarh,Punjab,Credit Card,33,Regular,2024,2,Feb,Q1,Tuesday,8,73.95,568.88,Weekday
BLK105517,2024-05-14,Amul Ghee (500ml),Dairy & Breakfast,Butter & Cheese,209.49,3,0.13,492.09,5.0,Delhi,Delhi,Upi,11,Regular,2024,5,May,Q2,Tuesday,20,81.7,628.47,Weekday
BLK105518,2024-05-20,Boneless Chicken Breast (500g),Meat & Seafood,Chicken,254.07,2,0.15,388.73,4.0,Jaipur,Rajasthan,Debit Card,25,Premium,2024,5,May,Q2,Monday,21,76.22,508.14,Weekday
BLK105519,2024-06-12,Pomegranate (500g),Fruits & Vegetables,Fresh Fruits,50.14,4,0.09,155.13,5.0,Pune,Maharashtra,Cash On Delivery,38,New,2024,6,Jun,Q2,Wednesday,24,18.05,200.56,Weekday
BLK105520,2023-12-14,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,222.25,2,0.13,444.72,4.0,Noida,Uttar Pradesh,Upi,29,Regular,2023,12,Dec,Q4,Thursday,50,57.78,444.5,Weekday
BLK105521,2023-10-15,Baskin Robbins Choco (500ml),Frozen Foods,Ice Cream,440.3,4,0.0,1937.32,5.0,Ahmedabad,Gujarat,Debit Card,35,Regular,2023,10,Oct,Q4,Sunday,41,0.0,1761.2,Weekend
BLK105522,2024-10-04,English Muffins,Dairy & Breakfast,Bread & Eggs,40.65,1,0.01,44.27,5.0,Delhi,Delhi,Debit Card,12,Regular,2024,10,Oct,Q4,Friday,40,0.41,40.65,Weekday
BLK105523,2023-09-24,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,114.0,1,0.03,105.05,4.0,Noida,Uttar Pradesh,Cash On Delivery,34,Regular,2023,9,Sep,Q3,Sunday,38,3.42,114.0,Weekend
BLK105524,2024-02-20,Heinz Strained Carrots (110g),Baby Care,Baby Food,240.97,2,0.12,296.88,3.0,Pune,Maharashtra,Credit Card,38,Regular,2024,2,Feb,Q1,Tuesday,8,57.83,481.94,Weekday
BLK105525,2023-05-03,ITC Master Chef Chicken (250g),Frozen Foods,Frozen Snacks,94.93,1,0.05,81.17,3.0,Jaipur,Rajasthan,Debit Card,29,New,2023,5,May,Q2,Wednesday,18,4.75,94.93,Weekday
BLK105526,2023-10-30,Surmai Fish (500g),Meat & Seafood,Fish & Seafood,326.44,2,0.08,660.71,5.0,Gurugram,Haryana,Upi,24,Regular,2023,10,Oct,Q4,Monday,44,52.23,652.88,Weekday
BLK105527,2023-05-09,Real Mango Juice (1L),Beverages,Juices,126.09,6,0.23,524.28,4.0,Ahmedabad,Gujarat,Upi,18,Premium,2023,5,May,Q2,Tuesday,19,174.0,756.54,Weekday
BLK105528,2024-05-22,Dove Soap (100g),Personal Care,Skin Care,491.39,2,0.08,813.74,5.0,Kolkata,West Bengal,Upi,28,New,2024,5,May,Q2,Wednesday,21,78.62,982.78,Weekday
BLK105529,2024-11-08,Aashirvaad Atta (5kg),Staples,Atta & Flour,342.31,1,0.11,365.59,5.0,Ahmedabad,Gujarat,Cash On Delivery,30,Regular,2024,11,Nov,Q4,Friday,45,37.65,342.31,Weekday
BLK105530,2024-10-19,Listerine Mouthwash (250ml),Personal Care,Oral Care,104.23,3,0.1,309.56,2.0,Mumbai,Maharashtra,Credit Card,10,New,2024,10,Oct,Q4,Saturday,42,31.27,312.69,Weekend
BLK105531,2023-04-17,Dove Soap (100g),Personal Care,Skin Care,324.79,4,0.17,916.56,5.0,Noida,Uttar Pradesh,Debit Card,18,Premium,2023,4,Apr,Q2,Monday,16,220.86,1299.16,Weekday
BLK105532,2024-08-11,Naturals Sitaphal (500g),Frozen Foods,Ice Cream,257.03,1,0.01,234.1,2.0,Surat,Gujarat,Upi,26,New,2024,8,Aug,Q3,Sunday,32,2.57,257.03,Weekend
BLK105533,2024-10-23,Oreo Original (120g),Snacks & Munchies,Cookies & Biscuits,64.79,1,0.05,67.71,4.0,Indore,Madhya Pradesh,Upi,28,New,2024,10,Oct,Q4,Wednesday,43,3.24,64.79,Weekday
BLK105534,2024-10-27,Cetaphil Face Wash (250ml),Personal Care,Skin Care,192.33,2,0.08,389.28,4.0,Pune,Maharashtra,Cash On Delivery,19,Regular,2024,10,Oct,Q4,Sunday,43,30.77,384.66,Weekend
BLK105535,2023-01-25,Bingo Mad Angles (38g),Snacks & Munchies,Chips & Crisps,20.2,1,0.14,13.03,5.0,Bengaluru,Karnataka,Upi,20,Regular,2023,1,Jan,Q1,Wednesday,4,2.83,20.2,Weekday
BLK105536,2023-06-15,Vim Dishwash Liquid (750ml),Household,Cleaning Supplies,240.33,1,0.07,189.98,2.0,Pune,Maharashtra,Credit Card,23,Premium,2023,6,Jun,Q2,Thursday,24,16.82,240.33,Weekday
BLK105537,2024-03-05,Maida (1kg),Staples,Atta & Flour,430.73,1,0.06,323.91,4.0,Mumbai,Maharashtra,Credit Card,9,Regular,2024,3,Mar,Q1,Tuesday,10,25.84,430.73,Weekday
BLK105538,2023-06-14,Maida (1kg),Staples,Atta & Flour,341.06,2,0.09,527.62,4.0,Delhi,Delhi,Upi,20,Premium,2023,6,Jun,Q2,Wednesday,24,61.39,682.12,Weekday
BLK105539,2023-01-02,Lizol Floor Cleaner (500ml),Household,Cleaning Supplies,227.65,1,0.09,155.37,5.0,Pune,Maharashtra,Debit Card,36,Regular,2023,1,Jan,Q1,Monday,1,20.49,227.65,Weekday
BLK105540,2023-12-10,MTR Frozen Upma (200g),Frozen Foods,Frozen Meals,134.51,6,0.03,900.28,4.0,Indore,Madhya Pradesh,Credit Card,23,Regular,2023,12,Dec,Q4,Sunday,49,24.21,807.06,Weekend
BLK105541,2023-09-28,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,208.08,1,0.1,177.91,4.0,Delhi,Delhi,Credit Card,9,Regular,2023,9,Sep,Q3,Thursday,39,20.81,208.08,Weekday
BLK105542,2024-01-20,Johnson's Baby Powder (200g),Baby Care,Baby Hygiene,161.14,3,0.13,315.43,4.0,Ahmedabad,Gujarat,Blinkit Wallet,22,Premium,2024,1,Jan,Q1,Saturday,3,62.84,483.42,Weekend
BLK105543,2023-04-09,Lizol Floor Cleaner (500ml),Household,Cleaning Supplies,106.16,4,0.07,335.68,4.0,Gurugram,Haryana,Upi,40,Regular,2023,4,Apr,Q2,Sunday,14,29.72,424.64,Weekend
BLK105544,2024-08-13,Capsicum (500g),Fruits & Vegetables,Fresh Vegetables,42.98,2,0.09,71.97,4.0,Pune,Maharashtra,Cash On Delivery,36,New,2024,8,Aug,Q3,Tuesday,33,7.74,85.96,Weekday
BLK105545,2023-10-04,Lays Classic Salted (26g),Snacks & Munchies,Chips & Crisps,79.34,5,0.03,423.28,5.0,Indore,Madhya Pradesh,Cash On Delivery,17,New,2023,10,Oct,Q4,Wednesday,40,11.9,396.7,Weekday
BLK105546,2023-02-16,Prawns Medium (250g),Meat & Seafood,Fish & Seafood,199.79,1,0.04,134.26,4.0,Indore,Madhya Pradesh,Blinkit Wallet,44,Regular,2023,2,Feb,Q1,Thursday,7,7.99,199.79,Weekday
BLK105547,2023-12-07,Godrej Real Good Meal,Frozen Foods,Frozen Meals,226.77,2,0.04,500.71,4.0,Indore,Madhya Pradesh,Debit Card,32,Regular,2023,12,Dec,Q4,Thursday,49,18.14,453.54,Weekday
BLK105548,2023-02-03,Tilapia Fillet (500g),Meat & Seafood,Fish & Seafood,350.3,3,0.14,632.64,5.0,Delhi,Delhi,Debit Card,24,Regular,2023,2,Feb,Q1,Friday,5,147.13,1050.9,Weekday
BLK105549,2024-06-12,Amul Milk (1L),Dairy & Breakfast,Milk & Curd,101.62,3,0.04,248.77,5.0,Mumbai,Maharashtra,Blinkit Wallet,29,New,2024,6,Jun,Q2,Wednesday,24,12.19,304.86,Weekday
BLK105550,2023-06-04,Godrej Yummiez Nuggets (250g),Frozen Foods,Frozen Snacks,283.24,1,0.02,235.94,5.0,Hyderabad,Telangana,Upi,23,New,2023,6,Jun,Q2,Sunday,22,5.66,283.24,Weekend
BLK105551,2023-10-04,ITC Master Chef Chicken (250g),Frozen Foods,Frozen Snacks,223.66,3,0.04,708.55,4.0,Chennai,Tamil Nadu,Debit Card,25,Regular,2023,10,Oct,Q4,Wednesday,40,26.84,670.98,Weekday
BLK105552,2024-02-13,Head & Shoulders Shampoo (340ml),Personal Care,Hair Care,168.71,3,0.09,322.4,4.0,Jaipur,Rajasthan,Credit Card,20,New,2024,2,Feb,Q1,Tuesday,7,45.55,506.13,Weekday
BLK105553,2024-02-10,Comfort Fabric Softener (860ml),Household,Laundry,128.02,3,0.03,260.78,4.0,Chandigarh,Punjab,Credit Card,33,Regular,2024,2,Feb,Q1,Saturday,6,11.52,384.06,Weekend
BLK105554,2023-02-27,Farm Eggs (12pcs),Dairy & Breakfast,Bread & Eggs,26.19,1,0.12,16.13,5.0,Bengaluru,Karnataka,Upi,9,Regular,2023,2,Feb,Q1,Monday,9,3.14,26.19,Weekday
BLK105555,2024-11-16,Mother Dairy Curd (400g),Dairy & Breakfast,Milk & Curd,116.69,2,0.18,229.65,3.0,Pune,Maharashtra,Debit Card,35,Premium,2024,11,Nov,Q4,Saturday,46,42.01,233.38,Weekend
BLK105556,2024-01-11,Vaseline Intensive Care (400ml),Personal Care,Skin Care,469.08,1,0.04,337.74,4.0,Chennai,Tamil Nadu,Credit Card,23,Regular,2024,1,Jan,Q1,Thursday,2,18.76,469.08,Weekday
BLK105557,2023-02-03,Patanjali Cow Ghee (500ml),Staples,Oils & Ghee,375.04,2,0.12,462.05,5.0,Bengaluru,Karnataka,Upi,14,Premium,2023,2,Feb,Q1,Friday,5,90.01,750.08,Weekday
BLK105558,2023-06-22,Chicken Keema (500g),Meat & Seafood,Chicken,211.31,4,0.03,696.9,4.0,Hyderabad,Telangana,Upi,20,New,2023,6,Jun,Q2,Thursday,25,25.36,845.24,Weekday
BLK105559,2024-07-04,Vim Dishwash Liquid (750ml),Household,Cleaning Supplies,162.88,3,0.04,412.8,4.0,Noida,Uttar Pradesh,Upi,39,New,2024,7,Jul,Q3,Thursday,27,19.55,488.64,Weekday
BLK105560,2023-08-29,Bikaji Bhujia (200g),Snacks & Munchies,Namkeen,95.06,3,0.01,259.74,3.0,Bengaluru,Karnataka,Credit Card,23,New,2023,8,Aug,Q3,Tuesday,35,2.85,285.18,Weekday
BLK105561,2023-04-27,Glad Zip Bags (25pcs),Household,Kitchen Essentials,111.79,1,0.1,85.52,4.0,Bengaluru,Karnataka,Credit Card,10,New,2023,4,Apr,Q2,Thursday,17,11.18,111.79,Weekday
BLK105562,2023-10-26,Pringles Original (107g),Snacks & Munchies,Chips & Crisps,29.88,1,0.08,30.24,5.0,Bengaluru,Karnataka,Credit Card,10,Regular,2023,10,Oct,Q4,Thursday,43,2.39,29.88,Weekday
BLK105563,2023-12-05,Rohu Fish (500g),Meat & Seafood,Fish & Seafood,296.99,4,0.07,1270.52,4.0,Noida,Uttar Pradesh,Debit Card,20,Regular,2023,12,Dec,Q4,Tuesday,49,83.16,1187.96,Weekday
BLK105564,2024-01-08,Godrej Real Good Meal,Frozen Foods,Frozen Meals,167.2,2,0.06,235.75,5.0,Gurugram,Haryana,Upi,21,New,2024,1,Jan,Q1,Monday,2,20.06,334.4,Weekday
BLK105565,2024-11-09,Kiwi (4pcs),Fruits & Vegetables,Exotic Produce,277.93,3,0.14,860.47,4.0,Chennai,Tamil Nadu,Upi,14,Premium,2024,11,Nov,Q4,Saturday,45,116.73,833.79,Weekend
BLK105566,2024-10-12,Cling Film Roll,Household,Kitchen Essentials,51.9,1,0.08,52.52,5.0,Delhi,Delhi,Debit Card,20,Regular,2024,10,Oct,Q4,Saturday,41,4.15,51.9,Weekend
BLK105567,2023-01-25,Capsicum (500g),Fruits & Vegetables,Fresh Vegetables,39.0,2,0.01,57.92,3.0,Jaipur,Rajasthan,Upi,16,Regular,2023,1,Jan,Q1,Wednesday,4,0.78,78.0,Weekday
BLK105568,2023-05-27,Scotch-Brite Scrubber,Household,Cleaning Supplies,82.36,1,0.12,65.23,5.0,Ahmedabad,Gujarat,Credit Card,31,Regular,2023,5,May,Q2,Saturday,21,9.88,82.36,Weekend
BLK105569,2023-01-06,Haldirams Mixture (150g),Snacks & Munchies,Namkeen,53.75,3,0.08,111.26,5.0,Lucknow,Uttar Pradesh,Upi,23,New,2023,1,Jan,Q1,Friday,1,12.9,161.25,Weekday
BLK105570,2023-04-25,Tilapia Fillet (500g),Meat & Seafood,Fish & Seafood,397.21,3,0.09,921.73,5.0,Hyderabad,Telangana,Upi,26,Regular,2023,4,Apr,Q2,Tuesday,17,107.25,1191.63,Weekday
BLK105571,2023-05-28,Chicco Baby Oil (200ml),Baby Care,Baby Hygiene,271.51,1,0.12,215.04,5.0,Surat,Gujarat,Credit Card,20,Premium,2023,5,May,Q2,Sunday,21,32.58,271.51,Weekend
BLK105572,2024-03-02,Too Yumm Multigrain (50g),Snacks & Munchies,Namkeen,135.27,1,0.14,93.07,5.0,Chandigarh,Punjab,Credit Card,38,Regular,2024,3,Mar,Q1,Saturday,9,18.94,135.27,Weekend
BLK105573,2024-06-07,Oreo Original (120g),Snacks & Munchies,Cookies & Biscuits,84.7,2,0.09,131.03,4.0,Hyderabad,Telangana,Cash On Delivery,10,New,2024,6,Jun,Q2,Friday,23,15.25,169.4,Weekday
BLK105574,2024-09-23,Cling Film Roll,Household,Kitchen Essentials,42.58,4,0.13,140.77,5.0,Gurugram,Haryana,Debit Card,17,Premium,2024,9,Sep,Q3,Monday,39,22.14,170.32,Weekday
BLK105575,2023-01-27,Amul Corn Pizza (200g),Frozen Foods,Frozen Snacks,197.54,1,0.04,142.23,4.0,Lucknow,Uttar Pradesh,Upi,34,Regular,2023,1,Jan,Q1,Friday,4,7.9,197.54,Weekday
BLK105576,2024-02-08,Parle-G (250g),Snacks & Munchies,Cookies & Biscuits,119.48,1,0.05,79.45,4.0,Chandigarh,Punjab,Upi,19,Regular,2024,2,Feb,Q1,Thursday,6,5.97,119.48,Weekday
BLK105577,2024-01-04,Neutrogena Sunscreen SPF50,Personal Care,Skin Care,334.03,4,0.1,901.88,4.0,Lucknow,Uttar Pradesh,Debit Card,37,Regular,2024,1,Jan,Q1,Thursday,1,133.61,1336.12,Weekday
BLK105578,2023-07-03,Bingo Mad Angles (38g),Snacks & Munchies,Chips & Crisps,149.53,5,0.03,638.19,3.0,Bengaluru,Karnataka,Upi,11,New,2023,7,Jul,Q3,Monday,27,22.43,747.65,Weekday
BLK105579,2024-08-15,Bikaji Bhujia (200g),Snacks & Munchies,Namkeen,56.84,2,0.07,97.26,5.0,Hyderabad,Telangana,Upi,20,New,2024,8,Aug,Q3,Thursday,33,7.96,113.68,Weekday
BLK105580,2024-12-20,Britannia Brown Bread,Dairy & Breakfast,Bread & Eggs,63.73,1,0.1,65.96,4.0,Noida,Uttar Pradesh,Credit Card,41,New,2024,12,Dec,Q4,Friday,51,6.37,63.73,Weekday
BLK105581,2023-11-29,Mother Dairy Curd (400g),Dairy & Breakfast,Milk & Curd,80.2,4,0.11,342.61,5.0,Indore,Madhya Pradesh,Debit Card,45,Regular,2023,11,Nov,Q4,Wednesday,48,35.29,320.8,Weekday
BLK105582,2023-12-16,Prawns Medium (250g),Meat & Seafood,Fish & Seafood,342.42,1,0.11,350.47,4.0,Gurugram,Haryana,Blinkit Wallet,44,Regular,2023,12,Dec,Q4,Saturday,50,37.67,342.42,Weekend
BLK105583,2023-03-09,Amul Butter (100g),Dairy & Breakfast,Butter & Cheese,84.56,1,0.18,55.47,3.0,Surat,Gujarat,Upi,29,Premium,2023,3,Mar,Q1,Thursday,10,15.22,84.56,Weekday
BLK105584,2024-08-10,Fortune Sunflower Oil (1L),Staples,Oils & Ghee,422.4,2,0.12,683.95,2.0,Delhi,Delhi,Cash On Delivery,19,Premium,2024,8,Aug,Q3,Saturday,32,101.38,844.8,Weekend
BLK105585,2024-02-25,Green Tea (25 bags),Beverages,Tea & Coffee,255.47,4,0.12,629.48,5.0,Indore,Madhya Pradesh,Cash On Delivery,43,Premium,2024,2,Feb,Q1,Sunday,8,122.63,1021.88,Weekend
BLK105586,2024-01-23,Sebamed Baby Lotion (200ml),Baby Care,Baby Hygiene,180.77,5,0.11,603.32,5.0,Ahmedabad,Gujarat,Blinkit Wallet,17,Regular,2024,1,Jan,Q1,Tuesday,4,99.42,903.85,Weekday
BLK105587,2024-09-03,WaterWipes Baby Wipes (60pcs),Baby Care,Baby Hygiene,198.03,5,0.02,921.83,4.0,Pune,Maharashtra,Upi,27,Regular,2024,9,Sep,Q3,Tuesday,36,19.8,990.15,Weekday
BLK105588,2023-11-10,Aashirvaad Atta (5kg),Staples,Atta & Flour,390.54,2,0.0,871.69,5.0,Lucknow,Uttar Pradesh,Upi,38,New,2023,11,Nov,Q4,Friday,45,0.0,781.08,Weekday
BLK105589,2024-11-27,Hide & Seek (150g),Snacks & Munchies,Cookies & Biscuits,21.39,2,0.06,48.26,2.0,Chennai,Tamil Nadu,Credit Card,11,Regular,2024,11,Nov,Q4,Wednesday,48,2.57,42.78,Weekday
BLK105590,2024-04-25,Listerine Mouthwash (250ml),Personal Care,Oral Care,62.54,3,0.09,145.12,5.0,Noida,Uttar Pradesh,Upi,36,New,2024,4,Apr,Q2,Thursday,17,16.89,187.62,Weekday
BLK105591,2024-10-23,Pillsbury Atta (5kg),Staples,Atta & Flour,439.58,3,0.07,1349.07,4.0,Delhi,Delhi,Credit Card,29,New,2024,10,Oct,Q4,Wednesday,43,92.31,1318.74,Weekday
BLK105592,2023-08-27,Fresh Chicken Curry Cut (500g),Meat & Seafood,Chicken,224.35,2,0.07,383.91,5.0,Chennai,Tamil Nadu,Blinkit Wallet,26,New,2023,8,Aug,Q3,Sunday,34,31.41,448.7,Weekend
BLK105593,2024-07-07,Amul Vanilla Tub (1L),Frozen Foods,Ice Cream,282.69,1,0.02,243.79,5.0,Hyderabad,Telangana,Upi,11,New,2024,7,Jul,Q3,Sunday,27,5.65,282.69,Weekend
BLK105594,2023-11-18,Harpic Toilet Cleaner (500ml),Household,Cleaning Supplies,106.74,1,0.03,124.25,4.0,Hyderabad,Telangana,Debit Card,29,Regular,2023,11,Nov,Q4,Saturday,46,3.2,106.74,Weekend
BLK105595,2023-08-19,Dressed Chicken Whole (1kg),Meat & Seafood,Chicken,274.95,2,0.01,500.85,3.0,Delhi,Delhi,Upi,20,Regular,2023,8,Aug,Q3,Saturday,33,5.5,549.9,Weekend
BLK105596,2023-07-20,Tide Plus (1.5kg),Household,Laundry,312.44,1,0.13,239.2,4.0,Noida,Uttar Pradesh,Blinkit Wallet,42,Regular,2023,7,Jul,Q3,Thursday,29,40.62,312.44,Weekday
BLK105597,2023-09-06,Godrej Yummiez Nuggets (250g),Frozen Foods,Frozen Snacks,146.59,1,0.06,130.9,4.0,Indore,Madhya Pradesh,Blinkit Wallet,33,Regular,2023,9,Sep,Q3,Wednesday,36,8.8,146.59,Weekday
BLK105598,2024-12-06,Haldirams Aloo Bhujia (150g),Snacks & Munchies,Chips & Crisps,139.23,4,0.09,582.82,4.0,Surat,Gujarat,Blinkit Wallet,33,New,2024,12,Dec,Q4,Friday,49,50.12,556.92,Weekday
BLK105599,2023-09-18,Haldirams Dal Makhni (300g),Frozen Foods,Frozen Meals,114.74,2,0.05,207.11,5.0,Kolkata,West Bengal,Upi,22,Regular,2023,9,Sep,Q3,Monday,38,11.47,229.48,Weekday
BLK105600,2024-07-24,Fortune Sunflower Oil (1L),Staples,Oils & Ghee,553.92,1,0.08,448.45,4.0,Pune,Maharashtra,Credit Card,17,Regular,2024,7,Jul,Q3,Wednesday,30,44.31,553.92,Weekday
BLK105601,2023-06-30,Colgate Total (150g),Personal Care,Oral Care,73.0,2,0.11,110.45,5.0,Kolkata,West Bengal,Upi,19,Premium,2023,6,Jun,Q2,Friday,26,16.06,146.0,Weekday
BLK105602,2023-07-25,Amul Vanilla Tub (1L),Frozen Foods,Ice Cream,406.14,4,0.1,1286.65,5.0,Hyderabad,Telangana,Upi,20,Regular,2023,7,Jul,Q3,Tuesday,30,162.46,1624.56,Weekday
BLK105603,2023-04-13,Potatoes (1kg),Fruits & Vegetables,Fresh Vegetables,30.67,3,0.0,78.21,3.0,Pune,Maharashtra,Debit Card,39,Regular,2023,4,Apr,Q2,Thursday,15,0.0,92.01,Weekday
BLK105604,2024-12-11,Bru Gold Coffee (50g),Beverages,Tea & Coffee,64.25,1,0.04,70.93,4.0,Gurugram,Haryana,Credit Card,15,Regular,2024,12,Dec,Q4,Wednesday,50,2.57,64.25,Weekday
BLK105605,2024-01-19,Amul Milk (1L),Dairy & Breakfast,Milk & Curd,68.08,1,0.11,45.44,5.0,Hyderabad,Telangana,Cash On Delivery,19,Regular,2024,1,Jan,Q1,Friday,3,7.49,68.08,Weekday
BLK105606,2024-11-09,WaterWipes Baby Wipes (60pcs),Baby Care,Baby Hygiene,107.75,2,0.07,240.5,2.0,Surat,Gujarat,Cash On Delivery,19,Regular,2024,11,Nov,Q4,Saturday,45,15.08,215.5,Weekend
BLK105607,2023-10-07,Kwality Walls Mango Bar (2pcs),Frozen Foods,Ice Cream,329.66,4,0.08,1334.46,3.0,Delhi,Delhi,Debit Card,11,New,2023,10,Oct,Q4,Saturday,40,105.49,1318.64,Weekend
BLK105608,2024-03-30,Crab Masala (250g),Meat & Seafood,Fish & Seafood,265.54,2,0.1,382.38,5.0,Jaipur,Rajasthan,Cash On Delivery,15,New,2024,3,Mar,Q1,Saturday,13,53.11,531.08,Weekend
BLK105609,2023-04-30,Cornitos Nachos (55g),Snacks & Munchies,Namkeen,71.85,2,0.14,105.04,4.0,Lucknow,Uttar Pradesh,Upi,25,Premium,2023,4,Apr,Q2,Sunday,17,20.12,143.7,Weekend
BLK105610,2023-01-02,Horlicks Junior (200g),Baby Care,Baby Food,138.34,1,0.08,95.45,4.0,Chennai,Tamil Nadu,Upi,16,Regular,2023,1,Jan,Q1,Monday,1,11.07,138.34,Weekday
BLK105611,2024-09-09,Chicken Wings (500g),Meat & Seafood,Chicken,229.66,3,0.04,628.35,5.0,Gurugram,Haryana,Credit Card,41,New,2024,9,Sep,Q3,Monday,37,27.56,688.98,Weekday
BLK105612,2023-02-28,Cetaphil Face Wash (250ml),Personal Care,Skin Care,147.35,2,0.2,165.03,4.0,Lucknow,Uttar Pradesh,Upi,34,Premium,2023,2,Feb,Q1,Tuesday,9,58.94,294.7,Weekday
BLK105613,2023-07-21,Grapes (500g),Fruits & Vegetables,Fresh Fruits,53.01,3,0.0,128.75,5.0,Pune,Maharashtra,Upi,31,Regular,2023,7,Jul,Q3,Friday,29,0.0,159.03,Weekday
BLK105614,2023-04-29,Lay's Masal Munch (73g),Snacks & Munchies,Namkeen,178.63,1,0.03,147.28,4.0,Hyderabad,Telangana,Upi,17,Regular,2023,4,Apr,Q2,Saturday,17,5.36,178.63,Weekend
BLK105615,2024-01-03,Cling Film Roll,Household,Kitchen Essentials,42.97,3,0.13,84.11,4.0,Jaipur,Rajasthan,Credit Card,29,Regular,2024,1,Jan,Q1,Wednesday,1,16.76,128.91,Weekday
BLK105616,2024-06-08,Magnum Almond (80ml),Frozen Foods,Ice Cream,125.13,1,0.1,95.72,4.0,Kolkata,West Bengal,Upi,16,Regular,2024,6,Jun,Q2,Saturday,23,12.51,125.13,Weekend
BLK105617,2024-12-09,Bru Gold Coffee (50g),Beverages,Tea & Coffee,94.76,1,0.01,107.88,4.0,Pune,Maharashtra,Upi,40,Regular,2024,12,Dec,Q4,Monday,50,0.95,94.76,Weekday
